CONTRIBUTION_ID,PERIOD_START,PERIOD_END,CONTRIBUTION_DATE,RECIPIENT,AMOUNT,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_LAST_NAME,CREATED_DATE
2163,2012-10-01T00:00:00,2012-12-31T00:00:00,2012-12-06T00:00:00,Citizens for Mell,1000,5684,Terry,Gabinski,2013-02-04T00:00:00
1950,2012-10-01T00:00:00,2012-12-31T00:00:00,2012-12-11T00:00:00,Friends od John Pope,150,10071,Jeanette,Sublett,2013-01-18T00:00:00
2005,2012-01-01T00:00:00,2012-06-30T00:00:00,2012-02-01T00:00:00,Friends of Mike Zalewski,500,11462,Paul,Rosenfeld,2013-01-28T00:00:00
2198,2012-01-01T00:00:00,2012-06-30T00:00:00,2012-04-27T00:00:00,Ald Pat O'Connor,100,11828,William,Filan,2013-02-13T00:00:00
1980,2012-10-01T00:00:00,2012-12-31T00:00:00,2012-12-11T00:00:00,Friends of Ameya Pawar,500,9165,Paul,Rosenfeld,2013-01-22T00:00:00
1979,2012-10-01T00:00:00,2012-12-31T00:00:00,2012-10-10T00:00:00,Citizens for Will Burns,1000,9165,Paul,Rosenfeld,2013-01-22T00:00:00
1995,2012-10-01T00:00:00,2012-12-31T00:00:00,2012-12-06T00:00:00,Citizens for Pat Dowell,1500,9946,Yafawn,Smith,2013-01-23T00:00:00
1994,2012-10-01T00:00:00,2012-12-31T00:00:00,2012-12-06T00:00:00,Friends of Roderick T Sawyer,1000,9946,Yafawn,Smith,2013-01-23T00:00:00
1986,2012-10-01T00:00:00,2012-12-31T00:00:00,2012-10-03T00:00:00,23rd Ward Regular Democratic Organization,500,9946,Yafawn,Smith,2013-01-23T00:00:00
2042,2012-10-01T00:00:00,2012-12-31T00:00:00,2012-10-24T00:00:00,Alderman Pat O'Connor - fundraiser,300,5690,Lisa,Ouzounion,2013-01-28T00:00:00
2281,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-14T00:00:00,Citizens for Alderman Arena,150,11119,Thomas,Murphy,2013-04-01T00:00:00
2304,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-01-28T00:00:00,Alderman Jason Ervin,500,11749,Jeanette,Sublett,2013-04-02T00:00:00
1985,2012-10-01T00:00:00,2012-12-31T00:00:00,2012-09-25T00:00:00,Alderwoman Sandi Jackson,50,9355,Jonathon,Perman,2013-01-22T00:00:00
2458,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-21T00:00:00,Friends of Proco Joe Moreno,250,11022,Elizabeth,Lively,2013-04-12T00:00:00
2448,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-04T00:00:00,40th Ward Regular Democratic Organization,100,11022,Elizabeth,Lively,2013-04-12T00:00:00
2483,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-21T00:00:00,Friends of Proco Joe Moreno,250,12727,Jerome,Schain,2013-04-16T00:00:00
2664,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-25T00:00:00,Citizens for Joe Moore,250,11822,Rolando,Acosta,2013-04-23T00:00:00
2401,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-31T00:00:00,Morgan Bassey,0,7901,Morgan,Bassey,2013-04-11T00:00:00
2612,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-01-16T00:00:00,Alderman George Cardenas,500,12816,MICHAEL,KASPER,2013-04-22T00:00:00
2609,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-12T00:00:00,Alderman Michelle Harris,500,12816,MICHAEL,KASPER,2013-04-22T00:00:00
2607,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-21T00:00:00,Alderman Brendan Reilly,500,12816,MICHAEL,KASPER,2013-04-22T00:00:00
2620,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-21T00:00:00,"Alderman Proco ""Joe"" Moreno",300,12817,COURTNEY,NOTTAGE,2013-04-22T00:00:00
2619,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-21T00:00:00,Alderman Brendan Reilly,500,12817,COURTNEY,NOTTAGE,2013-04-22T00:00:00
2624,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-01-16T00:00:00,Alderman George Cardenas,500,12818,David,Dring,2013-04-22T00:00:00
2363,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-21T00:00:00,Alderman Jason Ervin,300,11513,David,Dring,2013-04-09T00:00:00
2402,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-29T00:00:00,Citizens for Carrie M Austin-Alderman 34th Ward,150,11006,Darryl,Denham,2013-04-11T00:00:00
3404,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-04-01T00:00:00,25th Ward Regular Democratic Organization,1500,13981,Mara,Georges,2013-07-08T00:00:00
3401,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-04-22T00:00:00,2nd Ward Democratic Organization Jazz  Showcase,250,13981,Mara,Georges,2013-07-08T00:00:00
3441,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-06T00:00:00,Friends of Leslie A. Hairston,150,14043,Graham,Grady,2013-07-09T00:00:00
3184,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-25T00:00:00,CITIZENS TO ELECT JOHN ARENA,250,13788,William,Banks,2013-06-26T00:00:00
3499,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-10T00:00:00,Citizens for Tunney,300,11022,Elizabeth,Lively,2013-07-11T00:00:00
3498,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-30T00:00:00,33rd Ward Regular Democratic Organization,150,11022,Elizabeth,Lively,2013-07-11T00:00:00
3495,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-13T00:00:00,19th Ward Democratic Organization,125,11022,Elizabeth,Lively,2013-07-11T00:00:00
3490,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-04-26T00:00:00,Citizens for Munoz,150,11022,Elizabeth,Lively,2013-07-11T00:00:00
3122,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-15T00:00:00,Anthony Beale for Congress,250,13743,Donald,Robinson,2013-06-19T00:00:00
3162,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-25T00:00:00,25th Ward Regular Democratic Organization (celebrating 17 years of service by Alderman Solis),150,13781,Danielle,Cassel,2013-06-25T00:00:00
3494,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-04-13T00:00:00,Citizens for Alderman O'Connor,100,13102,Terrance,Diamond,2013-07-11T00:00:00
3507,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-03-27T00:00:00,Citizens for Moore,100,13562,William,Filan,2013-07-11T00:00:00
3506,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-02-07T00:00:00,citizens for Austin,200,13562,William,Filan,2013-07-11T00:00:00
3508,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-03-27T00:00:00,Citizens for Moore,100,14125,William,Filan,2013-07-11T00:00:00
3511,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-08T00:00:00,citizens for beal,250,14125,William,Filan,2013-07-11T00:00:00
3341,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-13T00:00:00,The Burnham Committee,400,10769,Samuel,Polsky,2013-07-03T00:00:00
2843,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-21T00:00:00,Alderman Jason Ervin,300,12983,MICHAEL,KASPER,2013-05-01T00:00:00
2841,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-21T00:00:00,Alderman Richard Mell,300,12983,MICHAEL,KASPER,2013-05-01T00:00:00
2860,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-12T00:00:00,Alderman Michelle A. Harris,500,12985,David,Dring,2013-05-01T00:00:00
3221,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-06T00:00:00,Friends of Leslie A. Hairston,150,13821,Graham,Grady,2013-06-28T00:00:00
3264,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-07T00:00:00,Citizens for Tunney,1500,12183,Jerry,Mickelson,2013-07-01T00:00:00
2681,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-26T00:00:00,State Senator Toi Hutchinson,250,12868,Bridget,O'Keefe,2013-04-24T00:00:00
2704,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-25T00:00:00,Anthony Beale for Congress,25,11730,Danielle,Cassel,2013-04-25T00:00:00
2663,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-25T00:00:00,Friends of Ron Sawyer,500,11344,Arnold,Harris,2013-04-23T00:00:00
2722,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-25T00:00:00,FRIENDS OF MICHELLE HARRIS,250,12901,William,Banks,2013-04-26T00:00:00
2721,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-14T00:00:00,CITIZENS FOR JOE MOORE,250,12901,William,Banks,2013-04-26T00:00:00
3103,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-25T00:00:00,FRIENDS OF MICHELLE HARRIS,250,13723,William,Banks,2013-06-17T00:00:00
3363,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-13T00:00:00,The New 37th Ward Committee,500,13948,Betsy,Sales,2013-07-05T00:00:00
3591,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-07T00:00:00,Alderman Walter Burnett,500,13041,MICHAEL,KASPER,2013-07-16T00:00:00
3668,2012-01-01T00:00:00,2012-06-30T00:00:00,2013-01-17T00:00:00,Friends of George Cardenas,250,11984,Mary,Minaghan dba MKM Services,2013-07-18T00:00:00
3740,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-21T00:00:00,Alderman Brendan Reilly,500,14323,David,Dring,2013-07-19T00:00:00
3736,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-12T00:00:00,Alderman Michelle A. Harris,500,14323,David,Dring,2013-07-19T00:00:00
3772,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-12T00:00:00,Citizens to Elect Anthony Beale,200,10403,Michael,Sutton,2013-07-19T00:00:00
3661,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-04-22T00:00:00,none,0,14304,Kevin,Mendoza,2013-07-18T00:00:00
3597,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-04-17T00:00:00,Friends of Ameya Pawar,500,13786,Jerome,Schain,2013-07-16T00:00:00
3887,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-27T00:00:00,25th Ward Regular Democratic Organization,500,14442,Rolando,Acosta,2013-07-29T00:00:00
3885,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-01-27T00:00:00,2nd Ward Democratic Organization,500,14442,Rolando,Acosta,2013-07-29T00:00:00
3907,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-04T00:00:00,Citizens for Munoz,250,14445,John,George,2013-07-29T00:00:00
3921,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-26T00:00:00,State Senator Toi Hutchinson,250,14463,Bridget,O'Keefe,2013-07-30T00:00:00
3766,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-09T00:00:00,Jason Ervin,250,11304,Marcus,Nunes,2013-07-19T00:00:00
3707,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-07T00:00:00,Alderman Patrick J. O'Connor,500,14321,MICHAEL,KASPER,2013-07-19T00:00:00
3703,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-07T00:00:00,Alderman Joe Moore,250,14321,MICHAEL,KASPER,2013-07-19T00:00:00
3709,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-21T00:00:00,Alderman Brendan Reilly,500,14321,MICHAEL,KASPER,2013-07-19T00:00:00
3708,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-27T00:00:00,25th Ward Regular Democratic Organization,500,14321,MICHAEL,KASPER,2013-07-19T00:00:00
3664,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-25T00:00:00,FRIENDS OF MICHELLE HARRIS,250,14306,William,Banks,2013-07-18T00:00:00
3781,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-19T00:00:00,Lisa Madigan,250,12967,Pat,Doerr,2013-07-20T00:00:00
3805,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-07T00:00:00,alderman jason ervin,100,12849,Brendan,Shiller,2013-07-22T00:00:00
3804,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-07T00:00:00,alderman deborah Graham,500,12849,Brendan,Shiller,2013-07-22T00:00:00
3896,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-21T00:00:00,Friends of Proco Joe Moreno,500,14443,Rolando,Acosta,2013-07-29T00:00:00
3895,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-25T00:00:00,Citizens for Joe Moore,250,14443,Rolando,Acosta,2013-07-29T00:00:00
3905,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-27T00:00:00,25th Ward Regular Democratic Organization,500,14444,Rolando,Acosta,2013-07-29T00:00:00
3915,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-04T00:00:00,Friends of Leslie Hairston,250,14446,John,George,2013-07-29T00:00:00
4342,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-02-07T00:00:00,citizens for Austin,200,15406,William,Filan,2013-10-08T00:00:00
4378,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-01-25T00:00:00,Friends of George Cardenas,500,15429,Paul,Rosenfeld,2013-10-11T00:00:00
4422,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-24T00:00:00,Friends of Carrie Austin,1000,11022,Elizabeth,Lively,2013-10-15T00:00:00
4418,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-18T00:00:00,Friends for Proco Joe Moreno,250,11022,Elizabeth,Lively,2013-10-15T00:00:00
4417,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-11T00:00:00,Friends of Ray Suarez,125,11022,Elizabeth,Lively,2013-10-15T00:00:00
4415,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-04T00:00:00,Citizens for Munoz,150,11022,Elizabeth,Lively,2013-10-15T00:00:00
4414,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-08-29T00:00:00,23rd Ward Regular Democratic Organization,125,11022,Elizabeth,Lively,2013-10-15T00:00:00
4259,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-07T00:00:00,Alderman Walter Burnett,500,15307,David,Dring,2013-09-24T00:00:00
4271,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-01-16T00:00:00,Alderman George Cardenas,500,15307,David,Dring,2013-09-24T00:00:00
4431,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-11T00:00:00,Alderman Munoz,250,12982,James,Houlihan,2013-10-16T00:00:00
4322,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-20T00:00:00,Citizens for Tunney,300,15386,Mara,Georges,2013-10-01T00:00:00
4285,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-28T00:00:00,4th Ward Alderman Will Burns,250,15321,Mara,Georges,2013-09-25T00:00:00
4283,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-31T00:00:00,Preckwinkle for President,500,15321,Mara,Georges,2013-09-25T00:00:00
4329,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-08-24T00:00:00,24th Ward Council of Block Clubs,250,13127,Jeanette,Sublett,2013-10-03T00:00:00
4344,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-08T00:00:00,citizens for beal,250,15407,William,Filan,2013-10-08T00:00:00
4346,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-08-13T00:00:00,Ald Cardenas  (Gold Hole S...),150,15407,William,Filan,2013-10-08T00:00:00
4144,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-21T00:00:00,Alderman Richard Mell,300,15221,MICHAEL,KASPER,2013-09-16T00:00:00
4159,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-12T00:00:00,Alderman Michelle Harris,500,15222,COURTNEY,NOTTAGE,2013-09-16T00:00:00
4168,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-07T00:00:00,Alderman Joe Moore,250,15222,COURTNEY,NOTTAGE,2013-09-16T00:00:00
4165,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-07T00:00:00,Alderman Patrick J. O'Connor,500,15222,COURTNEY,NOTTAGE,2013-09-16T00:00:00
4164,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-06T00:00:00,Alderman Mike Zalewski,500,15222,COURTNEY,NOTTAGE,2013-09-16T00:00:00
5145,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-12-13T00:00:00,Patrick Daley Thompson Campaign Committee,250,12183,Jerry,Mickelson,2014-01-12T00:00:00
4404,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-04-11T00:00:00,Alderman Rod Sawyer,150,15461,Danielle,Cassel,2013-10-15T00:00:00
4406,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-07-15T00:00:00,Friends of Ray Suarez,100,13102,Terrance,Diamond,2013-10-15T00:00:00
4408,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-19T00:00:00,25th Ward Regular Democratic Party,100,15125,Carol,Stubblefield,2013-10-15T00:00:00
4433,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-07-19T00:00:00,Alderman James Cappleman,250,15305,MICHAEL,KASPER,2013-10-16T00:00:00
4432,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-07-19T00:00:00,The Burnham Committee Alderman Ed Burke,500,15305,MICHAEL,KASPER,2013-10-16T00:00:00
4537,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-13T00:00:00,Friends of Carrie Austin,1000,13948,Betsy,Sales,2013-10-21T00:00:00
4536,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-13T00:00:00,Chicago for Rahm Emanuel,150,13948,Betsy,Sales,2013-10-21T00:00:00
4661,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-04-17T00:00:00,Citizens for O'Connor,100,15822,Katriina,McGuire,2013-11-08T00:00:00
4524,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-25T00:00:00,FRIENDS OF MICHELLE HARRIS,250,15505,William,Banks,2013-10-21T00:00:00
4521,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-13T00:00:00,Citizens for Joe Moore (reception sponsor),1000,11344,Arnold,Harris,2013-10-21T00:00:00
4538,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-10T00:00:00,Citizens for Reilly (Alderman Brendan Reilly),250,15514,Donna,Pugh,2013-10-21T00:00:00
4429,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-08-29T00:00:00,Friends of Michael A Alvarez,150,11583,Jorge,Perez,2013-10-15T00:00:00
4481,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-08-06T00:00:00,Burnham Committee,150,12785,Catherine,O'Malley,2013-10-19T00:00:00
4577,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-01T00:00:00,Friends of Will Burns,300,15535,Graham,Grady,2013-10-22T00:00:00
4604,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-04T00:00:00,Friends of Leslie Hairston,250,15541,John,George,2013-10-23T00:00:00
4603,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-04T00:00:00,40th Ward Regular Democratic Organization,250,15541,John,George,2013-10-23T00:00:00
4615,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-27T00:00:00,19th Ward Democratic Organization,250,15542,John,George,2013-10-23T00:00:00
4704,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-31T00:00:00,Preckwinkle for President,500,15967,Mara,Georges,2013-11-25T00:00:00
4761,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-07T00:00:00,11th Ward Democratic Party,500,16021,MICHAEL,KASPER,2013-12-05T00:00:00
4774,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-27T00:00:00,25th Ward Regular Democratic Organization,500,16021,MICHAEL,KASPER,2013-12-05T00:00:00
4772,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-12T00:00:00,Alderman Michelle Harris,500,16021,MICHAEL,KASPER,2013-12-05T00:00:00
4784,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-04T00:00:00,Citizens for Cappleman,250,16022,Graham,Grady,2013-12-05T00:00:00
4783,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-03T00:00:00,Citizens for Reboyras,300,16022,Graham,Grady,2013-12-05T00:00:00
4505,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-24T00:00:00,8th Ward Regular Democratic Organization,200,10403,Michael,Sutton,2013-10-19T00:00:00
4562,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-04-15T00:00:00,Friends of Proco Joe Moreno,1500,15522,Michael,Paulos,2013-10-22T00:00:00
4567,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-25T00:00:00,Citizens for Joe Moore,1500,15522,Michael,Paulos,2013-10-22T00:00:00
4745,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-31T00:00:00,Preckwinkle for President,500,16001,Mara,Georges,2013-12-04T00:00:00
4821,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-12-16T00:00:00,Gerald Hollowell,0,14981,Michele,Nelson,2013-12-16T00:00:00
4921,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-04-17T00:00:00,Citizens for O'Connor,100,16284,Katriina,McGuire,2013-12-20T00:00:00
5052,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-12-18T00:00:00,Alderman Anthony Beale,500,15307,David,Dring,2014-01-07T00:00:00
5043,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-12-17T00:00:00,Alderman Debra Silverstein,500,15306,COURTNEY,NOTTAGE,2014-01-07T00:00:00
5295,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-10-16T00:00:00,Citizens for Tunney,250,12982,James,Houlihan,2014-01-17T00:00:00
5064,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-12-18T00:00:00,Alderman JoAnn Thompson,500,16021,MICHAEL,KASPER,2014-01-08T00:00:00
5061,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-10-10T00:00:00,Alderman Carrie Austin,500,16021,MICHAEL,KASPER,2014-01-08T00:00:00
5085,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-12-31T00:00:00,NA,0,11526,James,Gilliam,2014-01-09T00:00:00
5106,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-11-28T00:00:00,Friends for Mary O'Connor,250,11984,Mary,Minaghan dba MKM Services,2014-01-10T00:00:00
5542,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-19T00:00:00,Citizens for Patrick O'Connor,500,17484,John,George,2014-01-30T00:00:00
5264,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-11-22T00:00:00,Alderman Jason Ervin,50,15392,Sylvia,Michas,2014-01-16T00:00:00
5415,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-12-01T00:00:00,Friends for Ameya Pawar,1500,11481,Lisa,Ouzounion,2014-01-21T00:00:00
5423,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-10-01T00:00:00,Friends of 45,1500,17280,Lisa,Ouzounion,2014-01-21T00:00:00
5421,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-10-01T00:00:00,Friends of Ray Suarez,1500,17280,Lisa,Ouzounion,2014-01-21T00:00:00
5482,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-10-23T00:00:00,Friends of Will Burns,500,11344,Arnold,Harris,2014-01-24T00:00:00
5481,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-10-22T00:00:00,Friends of Edward Burke,1500,11344,Arnold,Harris,2014-01-24T00:00:00
5550,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-10-03T00:00:00,Friends of Alderman Carrie Austin,1000,17484,John,George,2014-01-30T00:00:00
5549,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-10-25T00:00:00,Friends of Bob Fioretti,1500,17484,John,George,2014-01-30T00:00:00
5641,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-03-26T00:00:00,Knapp Jerry,0,17032,Michele,Nelson,2014-03-26T00:00:00
5741,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-01-26T00:00:00,CITIZENS FOR GRAHAM,500,16587,John,Doerrer,2014-04-04T00:00:00
5743,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-03-31T00:00:00,N/A,0,16553,Morgan,Bassey,2014-04-04T00:00:00
5323,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-11-21T00:00:00,Friends of Alderman Cardenas,350,11908,Mark,Fary,2014-01-19T00:00:00
5321,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-10-02T00:00:00,23rd Ward Regular Organization,250,11908,Mark,Fary,2014-01-19T00:00:00
5824,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-03-12T00:00:00,Alderman Michelle A. Harris,500,18442,COURTNEY,NOTTAGE,2014-04-11T00:00:00
6043,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-03-06T00:00:00,41st Ward Democratic Organization,250,17544,Eileen,Mitchell,2014-04-21T00:00:00
6054,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-03-27T00:00:00,Neighbors for Harry Osterman,500,17276,Jason,Lunderman,2014-04-21T00:00:00
5844,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-02-17T00:00:00,Friends of Bob Fioretti,250,16780,Elizabeth,Lively,2014-04-11T00:00:00
5841,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-01-22T00:00:00,Citizens for O'Connor,100,16780,Elizabeth,Lively,2014-04-11T00:00:00
5893,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-03-12T00:00:00,Alderman James Cappleman,250,18421,Dean,Maragos,2014-04-14T00:00:00
5892,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-03-12T00:00:00,Alderman Timothy Cullerton,125,18421,Dean,Maragos,2014-04-14T00:00:00
5889,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-02-28T00:00:00,39th Ward Organization,250,18421,Dean,Maragos,2014-04-14T00:00:00
5909,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-02-13T00:00:00,Alderman Margaret Laurino,250,18441,MICHAEL,KASPER,2014-04-15T00:00:00
5908,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-02-13T00:00:00,Alderman James Cappleman,250,18441,MICHAEL,KASPER,2014-04-15T00:00:00
5987,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-03-25T00:00:00,Alderman Danny Solis,200,17489,Brendan,Shiller,2014-04-18T00:00:00
6009,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-02-19T00:00:00,Ald. Michelle A Harris,500,18482,John,George,2014-04-18T00:00:00
6021,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-02-19T00:00:00,Ald. Michelle A Harris,500,18825,John,George,2014-04-18T00:00:00
6020,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-01-24T00:00:00,Citizens for O'Connor,100,18825,John,George,2014-04-18T00:00:00
6017,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-02-18T00:00:00,Citizens for Tim Cullerton,250,18825,John,George,2014-04-18T00:00:00
6905,2014-04-01T00:00:00,2014-06-30T00:00:00,2014-05-18T00:00:00,Ricardo Munoz,500,20385,Gery,Chico,2014-07-31T00:00:00
6165,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-03-14T00:00:00,Ald. Emma Mitts,1000,19083,John,Dunn,2014-05-05T00:00:00
6101,2014-01-01T00:00:00,2014-03-31T00:00:00,2014-01-10T00:00:00,Alderman Robert Fioretti,175,17366,Montel,Gayles,2014-04-23T00:00:00
